Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather
DTW,"Detroit, MI: Detroit Metro Wayne County",Dec-05,12,December,2005,928,817,1118,14,116
EWR,"Newark, NJ: Newark Liberty International",Dec-05,12,December,2005,568,1312,3174,12,126
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Dec-05,12,December,2005,623,592,804,13,57
IAD,"Washington, DC: Washington Dulles International",Dec-05,12,December,2005,408,550,471,1,36
IAH,"Houston, TX: George Bush Intercontinental/Houston",Dec-05,12,December,2005,703,1297,2118,23,90
JFK,"New York, NY: John F. Kennedy International",Dec-05,12,December,2005,637,980,997,15,90
LAS,"Las Vegas, NV: McCarran International",Dec-05,12,December,2005,1006,1513,1003,15,65
LAX,"Los Angeles, CA: Los Angeles International",Dec-05,12,December,2005,1562,1487,1253,18,144
LGA,"New York, NY: LaGuardia",Dec-05,12,December,2005,590,724,2132,6,194
MCO,"Orlando, FL: Orlando International",Dec-05,12,December,2005,862,925,1087,11,72
MDW,"Chicago, IL: Chicago Midway International",Dec-05,12,December,2005,393,695,584,5,61
MIA,"Miami, FL: Miami International",Dec-05,12,December,2005,573,408,906,14,93
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Dec-05,12,December,2005,988,896,1213,16,119
ORD,"Chicago, IL: Chicago O'Hare International",Dec-05,12,December,2005,1870,2586,4713,17,292
PDX,"Portland, OR: Portland International",Dec-05,12,December,2005,548,562,353,4,26
PHL,"Philadelphia, PA: Philadelphia International",Dec-05,12,December,2005,483,608,893,3,94
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Dec-05,12,December,2005,971,1204,784,17,60
SAN,"San Diego, CA: San Diego International",Dec-05,12,December,2005,643,620,485,9,58
SEA,"Seattle, WA: Seattle/Tacoma International",Dec-05,12,December,2005,969,928,857,17,64
SFO,"San Francisco, CA: San Francisco International",Dec-05,12,December,2005,911,766,2505,6,119
SLC,"Salt Lake City, UT: Salt Lake City International",Dec-05,12,December,2005,1022,840,584,29,166
TPA,"Tampa, FL: Tampa International",Dec-05,12,December,2005,558,558,694,10,38
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jan-06,1,January,2006,1634,1506,4563,7,401
BOS,"Boston, MA: Logan International",Jan-06,1,January,2006,531,629,1136,4,129
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jan-06,1,January,2006,372,631,352,3,49
CLT,"Charlotte, NC: Charlotte Douglas International",Jan-06,1,January,2006,501,546,744,1,67
DCA,"Washington, DC: Ronald Reagan Washington National",Jan-06,1,January,2006,430,398,569,2,77
DEN,"Denver, CO: Denver International",Jan-06,1,January,2006,1155,909,816,4,75
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jan-06,1,January,2006,754,1454,1287,6,219
DTW,"Detroit, MI: Detroit Metro Wayne County",Jan-06,1,January,2006,562,502,562,8,93
EWR,"Newark, NJ: Newark Liberty International",Jan-06,1,January,2006,340,625,2796,5,148
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jan-06,1,January,2006,358,433,369,5,39
IAD,"Washington, DC: Washington Dulles International",Jan-06,1,January,2006,439,577,395,4,46
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jan-06,1,January,2006,505,797,1340,6,93
JFK,"New York, NY: John F. Kennedy International",Jan-06,1,January,2006,555,669,990,7,88
LAS,"Las Vegas, NV: McCarran International",Jan-06,1,January,2006,778,1050,896,7,85
LAX,"Los Angeles, CA: Los Angeles International",Jan-06,1,January,2006,1234,1010,1031,8,111
LGA,"New York, NY: LaGuardia",Jan-06,1,January,2006,414,542,2217,3,178
MCO,"Orlando, FL: Orlando International",Jan-06,1,January,2006,551,629,509,4,53
MDW,"Chicago, IL: Chicago Midway International",Jan-06,1,January,2006,301,497,317,2,50
MIA,"Miami, FL: Miami International",Jan-06,1,January,2006,347,339,526,2,50
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jan-06,1,January,2006,595,401,558,7,74
ORD,"Chicago, IL: Chicago O'Hare International",Jan-06,1,January,2006,1308,1849,3820,9,188
PDX,"Portland, OR: Portland International",Jan-06,1,January,2006,346,326,300,3,19
PHL,"Philadelphia, PA: Philadelphia International",Jan-06,1,January,2006,374,489,1386,4,144
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jan-06,1,January,2006,815,972,644,8,49
SAN,"San Diego, CA: San Diego International",Jan-06,1,January,2006,465,435,303,3,44
SEA,"Seattle, WA: Seattle/Tacoma International",Jan-06,1,January,2006,654,728,795,10,38
SFO,"San Francisco, CA: San Francisco International",Jan-06,1,January,2006,889,533,1205,7,60
SLC,"Salt Lake City, UT: Salt Lake City International",Jan-06,1,January,2006,795,587,455,11,109
TPA,"Tampa, FL: Tampa International",Jan-06,1,January,2006,368,450,348,3,38
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Feb-06,2,Febuary,2006,1352,1427,4880,9,342
BOS,"Boston, MA: Logan International",Feb-06,2,Febuary,2006,469,661,941,7,80
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Feb-06,2,Febuary,2006,358,628,239,7,49
CLT,"Charlotte, NC: Charlotte Douglas International",Feb-06,2,Febuary,2006,438,500,470,3,53
DCA,"Washington, DC: Ronald Reagan Washington National",Feb-06,2,Febuary,2006,351,360,364,2,58
DEN,"Denver, CO: Denver International",Feb-06,2,Febuary,2006,1147,1148,1423,10,113
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Feb-06,2,Febuary,2006,824,1920,1824,9,190
DTW,"Detroit, MI: Detroit Metro Wayne County",Feb-06,2,Febuary,2006,531,517,622,5,89
EWR,"Newark, NJ: Newark Liberty International",Feb-06,2,Febuary,2006,323,708,2676,5,144
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Feb-06,2,Febuary,2006,362,439,411,3,45
IAD,"Washington, DC: Washington Dulles International",Feb-06,2,Febuary,2006,389,560,248,6,32
IAH,"Houston, TX: George Bush Intercontinental/Houston",Feb-06,2,Febuary,2006,570,1023,2012,29,103
JFK,"New York, NY: John F. Kennedy International",Feb-06,2,Febuary,2006,438,808,556,11,58
LAS,"Las Vegas, NV: McCarran International",Feb-06,2,Febuary,2006,760,1318,1462,7,64
LAX,"Los Angeles, CA: Los Angeles International",Feb-06,2,Febuary,2006,1158,1232,1543,10,101
LGA,"New York, NY: LaGuardia",Feb-06,2,Febuary,2006,361,567,1827,3,145
MCO,"Orlando, FL: Orlando International",Feb-06,2,Febuary,2006,520,651,639,5,70
MDW,"Chicago, IL: Chicago Midway International",Feb-06,2,Febuary,2006,353,625,462,3,56
MIA,"Miami, FL: Miami International",Feb-06,2,Febuary,2006,296,302,516,3,59
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Feb-06,2,Febuary,2006,587,485,627,9,85
ORD,"Chicago, IL: Chicago O'Hare International",Feb-06,2,Febuary,2006,1239,1744,3396,10,158
PDX,"Portland, OR: Portland International",Feb-06,2,Febuary,2006,303,415,318,4,18
PHL,"Philadelphia, PA: Philadelphia International",Feb-06,2,Febuary,2006,438,554,748,2,71
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Feb-06,2,Febuary,2006,819,1124,1199,18,64
SAN,"San Diego, CA: San Diego International",Feb-06,2,Febuary,2006,520,584,558,6,72
SEA,"Seattle, WA: Seattle/Tacoma International",Feb-06,2,Febuary,2006,578,671,886,11,40
SFO,"San Francisco, CA: San Francisco International",Feb-06,2,Febuary,2006,757,645,1573,4,66
SLC,"Salt Lake City, UT: Salt Lake City International",Feb-06,2,Febuary,2006,789,626,675,16,96
TPA,"Tampa, FL: Tampa International",Feb-06,2,Febuary,2006,379,477,445,3,46
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Mar-06,3,March,2006,1516,1596,4458,13,286
BOS,"Boston, MA: Logan International",Mar-06,3,March,2006,578,640,807,5,57
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Mar-06,3,March,2006,427,669,281,11,31
CLT,"Charlotte, NC: Charlotte Douglas International",Mar-06,3,March,2006,503,545,517,3,62
DCA,"Washington, DC: Ronald Reagan Washington National",Mar-06,3,March,2006,424,453,471,7,43
DEN,"Denver, CO: Denver International",Mar-06,3,March,2006,1331,1743,1369,5,172
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Mar-06,3,March,2006,914,1980,1912,8,244
DTW,"Detroit, MI: Detroit Metro Wayne County",Mar-06,3,March,2006,573,580,571,10,88
EWR,"Newark, NJ: Newark Liberty International",Mar-06,3,March,2006,433,1063,3153,14,111
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Mar-06,3,March,2006,323,396,291,5,25
IAD,"Washington, DC: Washington Dulles International",Mar-06,3,March,2006,439,566,310,8,31
IAH,"Houston, TX: George Bush Intercontinental/Houston",Mar-06,3,March,2006,696,1765,2383,13,75
JFK,"New York, NY: John F. Kennedy International",Mar-06,3,March,2006,492,574,796,9,38
LAS,"Las Vegas, NV: McCarran International",Mar-06,3,March,2006,937,1601,1517,13,103
LAX,"Los Angeles, CA: Los Angeles International",Mar-06,3,March,2006,1534,1532,1738,13,79
LGA,"New York, NY: LaGuardia",Mar-06,3,March,2006,483,630,1852,8,121
MCO,"Orlando, FL: Orlando International",Mar-06,3,March,2006,517,667,395,10,35
MDW,"Chicago, IL: Chicago Midway International",Mar-06,3,March,2006,357,657,418,6,63
MIA,"Miami, FL: Miami International",Mar-06,3,March,2006,306,334,334,8,36
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Mar-06,3,March,2006,563,629,693,11,152
ORD,"Chicago, IL: Chicago O'Hare International",Mar-06,3,March,2006,1419,2471,5514,8,197
PDX,"Portland, OR: Portland International",Mar-06,3,March,2006,344,479,240,3,21
PHL,"Philadelphia, PA: Philadelphia International",Mar-06,3,March,2006,465,513,867,4,69
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Mar-06,3,March,2006,1023,1445,1389,21,79
SAN,"San Diego, CA: San Diego International",Mar-06,3,March,2006,637,654,571,8,25
SEA,"Seattle, WA: Seattle/Tacoma International",Mar-06,3,March,2006,533,804,552,5,41
SFO,"San Francisco, CA: San Francisco International",Mar-06,3,March,2006,932,964,2150,12,55
SLC,"Salt Lake City, UT: Salt Lake City International",Mar-06,3,March,2006,911,912,610,24,180
TPA,"Tampa, FL: Tampa International",Mar-06,3,March,2006,374,488,230,10,30
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Apr-06,4,April,2006,1536,1434,3775,39,317
BOS,"Boston, MA: Logan International",Apr-06,4,April,2006,543,627,1157,5,60
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Apr-06,4,April,2006,383,673,305,4,54
CLT,"Charlotte, NC: Charlotte Douglas International",Apr-06,4,April,2006,506,620,678,4,53
DCA,"Washington, DC: Ronald Reagan Washington National",Apr-06,4,April,2006,387,388,512,5,41
DEN,"Denver, CO: Denver International",Apr-06,4,April,2006,917,992,773,11,49
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Apr-06,4,April,2006,947,2144,1669,5,174
DTW,"Detroit, MI: Detroit Metro Wayne County",Apr-06,4,April,2006,508,505,533,4,62
EWR,"Newark, NJ: Newark Liberty International",Apr-06,4,April,2006,429,1076,2691,9,92
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Apr-06,4,April,2006,276,362,302,1,32
IAD,"Washington, DC: Washington Dulles International",Apr-06,4,April,2006,371,650,335,1,34
IAH,"Houston, TX: George Bush Intercontinental/Houston",Apr-06,4,April,2006,564,1310,1710,6,71
JFK,"New York, NY: John F. Kennedy International",Apr-06,4,April,2006,421,551,861,9,32
LAS,"Las Vegas, NV: McCarran International",Apr-06,4,April,2006,867,1432,1155,9,51
LAX,"Los Angeles, CA: Los Angeles International",Apr-06,4,April,2006,1323,1389,1439,13,62
LGA,"New York, NY: LaGuardia",Apr-06,4,April,2006,478,632,1570,2,115
MCO,"Orlando, FL: Orlando International",Apr-06,4,April,2006,502,669,493,3,48
MDW,"Chicago, IL: Chicago Midway International",Apr-06,4,April,2006,356,724,526,7,82
MIA,"Miami, FL: Miami International",Apr-06,4,April,2006,340,305,339,1,31
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Apr-06,4,April,2006,507,451,503,8,77
ORD,"Chicago, IL: Chicago O'Hare International",Apr-06,4,April,2006,1248,2252,3978,2,157
PDX,"Portland, OR: Portland International",Apr-06,4,April,2006,303,365,136,6,15
PHL,"Philadelphia, PA: Philadelphia International",Apr-06,4,April,2006,437,641,1222,3,81
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Apr-06,4,April,2006,930,1239,1074,16,49
SAN,"San Diego, CA: San Diego International",Apr-06,4,April,2006,564,614,457,6,25
SEA,"Seattle, WA: Seattle/Tacoma International",Apr-06,4,April,2006,486,707,441,8,19
SFO,"San Francisco, CA: San Francisco International",Apr-06,4,April,2006,764,771,1818,7,54
SLC,"Salt Lake City, UT: Salt Lake City International",Apr-06,4,April,2006,560,543,311,6,67
TPA,"Tampa, FL: Tampa International",Apr-06,4,April,2006,325,473,272,3,27
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May-06,5,May,2006,1561,1638,3988,8,341
BOS,"Boston, MA: Logan International",May-06,5,May,2006,521,743,2301,1,132
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",May-06,5,May,2006,453,834,369,5,61
CLT,"Charlotte, NC: Charlotte Douglas International",May-06,5,May,2006,597,596,638,1,49
DCA,"Washington, DC: Ronald Reagan Washington National",May-06,5,May,2006,438,526,540,1,79
DEN,"Denver, CO: Denver International",May-06,5,May,2006,938,1157,955,8,56
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",May-06,5,May,2006,980,2537,1476,5,173
DTW,"Detroit, MI: Detroit Metro Wayne County",May-06,5,May,2006,539,551,701,3,151
EWR,"Newark, NJ: Newark Liberty International",May-06,5,May,2006,432,1014,2738,6,114
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",May-06,5,May,2006,294,373,375,3,36
IAD,"Washington, DC: Washington Dulles International",May-06,5,May,2006,426,710,361,3,27
IAH,"Houston, TX: George Bush Intercontinental/Houston",May-06,5,May,2006,610,1461,1949,9,139
JFK,"New York, NY: John F. Kennedy International",May-06,5,May,2006,401,469,784,5,67
LAS,"Las Vegas, NV: McCarran International",May-06,5,May,2006,683,1225,967,9,72
LAX,"Los Angeles, CA: Los Angeles International",May-06,5,May,2006,1202,1256,981,12,84
LGA,"New York, NY: LaGuardia",May-06,5,May,2006,449,639,2165,2,201
MCO,"Orlando, FL: Orlando International",May-06,5,May,2006,485,686,545,2,50
MDW,"Chicago, IL: Chicago Midway International",May-06,5,May,2006,411,777,574,6,112
MIA,"Miami, FL: Miami International",May-06,5,May,2006,331,327,453,1,37
MSP,"Minneapolis, MN: Minneapolis-St Paul International",May-06,5,May,2006,491,428,448,3,95
ORD,"Chicago, IL: Chicago O'Hare International",May-06,5,May,2006,1390,2507,4881,2,211
PDX,"Portland, OR: Portland International",May-06,5,May,2006,285,349,188,4,16
PHL,"Philadelphia, PA: Philadelphia International",May-06,5,May,2006,464,643,1117,1,88
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",May-06,5,May,2006,848,950,619,11,48
SAN,"San Diego, CA: San Diego International",May-06,5,May,2006,469,532,308,3,34
SEA,"Seattle, WA: Seattle/Tacoma International",May-06,5,May,2006,534,605,520,5,39
SFO,"San Francisco, CA: San Francisco International",May-06,5,May,2006,772,775,758,7,34
SLC,"Salt Lake City, UT: Salt Lake City International",May-06,5,May,2006,481,402,239,5,36
TPA,"Tampa, FL: Tampa International",May-06,5,May,2006,335,479,339,3,33
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jun-06,6,June,2006,2464,2276,3086,8,638
BOS,"Boston, MA: Logan International",Jun-06,6,June,2006,688,962,2125,3,186
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jun-06,6,June,2006,596,1072,727,6,178
CLT,"Charlotte, NC: Charlotte Douglas International",Jun-06,6,June,2006,876,815,764,0,103
DCA,"Washington, DC: Ronald Reagan Washington National",Jun-06,6,June,2006,498,558,907,3,118
DEN,"Denver, CO: Denver International",Jun-06,6,June,2006,1301,1489,1171,11,109
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jun-06,6,June,2006,1144,2349,1279,9,152
DTW,"Detroit, MI: Detroit Metro Wayne County",Jun-06,6,June,2006,682,650,888,7,220
EWR,"Newark, NJ: Newark Liberty International",Jun-06,6,June,2006,589,1260,2922,9,139
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jun-06,6,June,2006,396,529,404,2,50
IAD,"Washington, DC: Washington Dulles International",Jun-06,6,June,2006,623,903,604,3,54
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jun-06,6,June,2006,990,1760,1754,15,103
JFK,"New York, NY: John F. Kennedy International",Jun-06,6,June,2006,560,776,1381,6,135
LAS,"Las Vegas, NV: McCarran International",Jun-06,6,June,2006,924,1697,932,10,73
LAX,"Los Angeles, CA: Los Angeles International",Jun-06,6,June,2006,1358,1537,1006,9,121
LGA,"New York, NY: LaGuardia",Jun-06,6,June,2006,575,838,2323,1,210
MCO,"Orlando, FL: Orlando International",Jun-06,6,June,2006,711,927,780,4,93
MDW,"Chicago, IL: Chicago Midway International",Jun-06,6,June,2006,585,1054,555,7,108
MIA,"Miami, FL: Miami International",Jun-06,6,June,2006,425,456,543,3,68
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jun-06,6,June,2006,693,554,568,7,162
ORD,"Chicago, IL: Chicago O'Hare International",Jun-06,6,June,2006,1748,3219,2927,12,216
PDX,"Portland, OR: Portland International",Jun-06,6,June,2006,387,533,263,4,27
PHL,"Philadelphia, PA: Philadelphia International",Jun-06,6,June,2006,636,749,1419,2,165
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jun-06,6,June,2006,1275,1250,965,18,121
SAN,"San Diego, CA: San Diego International",Jun-06,6,June,2006,573,656,374,12,41
SEA,"Seattle, WA: Seattle/Tacoma International",Jun-06,6,June,2006,681,981,830,9,65
SFO,"San Francisco, CA: San Francisco International",Jun-06,6,June,2006,961,1011,1062,8,64
SLC,"Salt Lake City, UT: Salt Lake City International",Jun-06,6,June,2006,744,683,412,11,78
TPA,"Tampa, FL: Tampa International",Jun-06,6,June,2006,451,670,408,3,50
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jul-06,7,July,2006,2910,2622,2757,6,539
BOS,"Boston, MA: Logan International",Jul-06,7,July,2006,684,873,1402,2,202
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jul-06,7,July,2006,536,959,698,5,118
CLT,"Charlotte, NC: Charlotte Douglas International",Jul-06,7,July,2006,847,777,766,2,97
DCA,"Washington, DC: Ronald Reagan Washington National",Jul-06,7,July,2006,494,506,891,2,138
DEN,"Denver, CO: Denver International",Jul-06,7,July,2006,1344,1617,1070,7,120
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jul-06,7,July,2006,1165,1880,1217,7,201
DTW,"Detroit, MI: Detroit Metro Wayne County",Jul-06,7,July,2006,757,659,866,6,115
EWR,"Newark, NJ: Newark Liberty International",Jul-06,7,July,2006,549,1340,2779,13,118
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jul-06,7,July,2006,369,518,395,2,57
IAD,"Washington, DC: Washington Dulles International",Jul-06,7,July,2006,690,957,577,3,64
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jul-06,7,July,2006,870,1877,2068,13,160
JFK,"New York, NY: John F. Kennedy International",Jul-06,7,July,2006,632,946,1511,9,157
